company_id,type,rule_id,text,confidence_pct
INFY,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
INFY,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
INFY,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,86.8
INFY,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85.6
IOC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
IOC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80.2
IOC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
IOC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,70.3
IOC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.1
IRCTC,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,100.0
IRCTC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
IRCTC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,98.6
IRCTC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,96.9
IRCTC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95.1
IRCTC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,84.0
IRCTC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,83.8
IRCTC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
IRCTC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,75.9
IRFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,77.8
IRFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,77.7
IRFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
IRFC,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80.2
IRFC,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,78.1
IRFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,77.5
IRFC,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,76.6
IRFC,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,74.9
ITC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
ITC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
ITC,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,88.1
ITC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,88.0
ITC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,80.4
ITC,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
ITC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,71.4
JINDALSTEL,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,80.8
JIOFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,91.6
JIOFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
JIOFIN,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
JIOFIN,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
JIOFIN,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
JIOFIN,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,78.7
JSWENERGY,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
JSWENERGY,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80.0
JSWENERGY,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,71.0
JSWENERGY,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
JSWENERGY,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
JSWENERGY,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,80.2
JSWENERGY,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.5
JSWSTEEL,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.2
KOTAKBANK,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
KOTAKBANK,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,79.0
KOTAKBANK,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,73.3
KOTAKBANK,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
KOTAKBANK,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,85.6
KOTAKBANK,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,78.7
KOTAKBANK,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,71.0
KOTAKBANK,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.6
LICI,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
LICI,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
LICI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
LICI,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
LICI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
LICI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
LICI,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,84.2
LODHA,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,93.5
LODHA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
LODHA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,71.3
LODHA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70.1
LT,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,73.1
LT,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,66.3
LT,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
LT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,84.0
LTIM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,73.5
LTIM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,66.3
LTIM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100.0
LTIM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,91.9
LTIM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
LTIM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,89.4
LTIM,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,78.6
LTIM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,77.2
M&M,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,93.4
M&M,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,72.4
MARUTI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
MARUTI,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
MARUTI,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
MARUTI,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
MARUTI,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,69.5
MOTHERSON,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
MOTHERSON,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,88.2
MOTHERSON,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,71.4
NAUKRI,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,88.0
NAUKRI,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,65.1
NAUKRI,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,89.0
NAUKRI,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,74.6
NAUKRI,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,74.2
NESTLEIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
NESTLEIND,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,84.8
NESTLEIND,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,70.9
NESTLEIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,65.9
NHPC,con,CON_12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,80.8
NHPC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,74.8
NHPC,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,66.4
NHPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
NHPC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
NHPC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,82.6
NHPC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,71.2
NTPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,75.7
ONGC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
ONGC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76.9
ONGC,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,71.4
PFC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
PFC,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,88.8
PFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,84.5
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,87.5
PFC,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,79.5
PFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,78.8
PIDILITIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
PIDILITIND,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
PIDILITIND,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,70.0
PNB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
PNB,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.8
POWERGRID,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
POWERGRID,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
POWERGRID,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
POWERGRID,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,78.7
POWERGRID,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,76.0
RECLTD,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
RECLTD,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90.0
RECLTD,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,67.1
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100.0
RECLTD,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,84.3
RECLTD,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,79.3
RELIANCE,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
RELIANCE,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,87.7
RELIANCE,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80.2
SBILIFE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,90.0
SBILIFE,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95.0
SBILIFE,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,95.0
SBILIFE,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,88.5
SBIN,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,92.0
SBIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
SBIN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
SBIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
SHREECEM,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
SHREECEM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,79.8
SHREECEM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,79.6
SHREECEM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,67.9
SHRIRAMFIN,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90.1
SHRIRAMFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90.0
SHRIRAMFIN,con,CON_06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,87.3
SHRIRAMFIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,82.1
SHRIRAMFIN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,83.8
SHRIRAMFIN,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,79.8
SHRIRAMFIN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,77.1
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,75.9
SHRIRAMFIN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,75.2
SIEMENS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
SIEMENS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,91.0
SIEMENS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,83.5
SIEMENS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,82.6
SIEMENS,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,79.3
SUNPHARMA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
SUNPHARMA,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
SUNPHARMA,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,98.9
SUNPHARMA,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85.0
SUNPHARMA,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
SUNPHARMA,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,76.8
SUNPHARMA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,72.8
TATACONSUM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,66.8
TATACONSUM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
TATACONSUM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85.3
TATACONSUM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.9
TATACONSUM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,72.4
TATACONSUM,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.9
TATAMOTORS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
TATAMOTORS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,83.2
TATAMOTORS,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,80.0
TATAPOWER,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71.0
TATASTEEL,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,100.0
TATASTEEL,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100.0
TATASTEEL,con,CON_04,Company reported a net loss in the most recent financial year,95.0
TATASTEEL,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
TATASTEEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,76.1
TATASTEEL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,69.3
TATASTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
TCS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100.0
TCS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,100.0
TCS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,96.2
TCS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
TCS,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,72.5
TECHM,con,CON_03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,100.0
TECHM,con,CON_07,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",90.0
TECHM,con,CON_09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,80.0
TECHM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
TECHM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,73.9
TITAN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,78.1
TITAN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
TITAN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,84.2
TITAN,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,81.8
TITAN,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,79.0
TITAN,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,78.8
TITAN,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70.4
TORNTPHARM,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
TORNTPHARM,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
TORNTPHARM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
TORNTPHARM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90.0
TORNTPHARM,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,85.9
TORNTPHARM,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,79.6
TRENT,pro,PRO_04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,100.0
TRENT,pro,PRO_06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
TRENT,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
TRENT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
TRENT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
TRENT,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,81.7
TVSMOTOR,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90.0
TVSMOTOR,con,CON_01,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,88.3
TVSMOTOR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,100.0
TVSMOTOR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,81.4
TVSMOTOR,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,78.3
